controle_review_longo,data,nota,Notas
"Eu tava sonhando quando ia chegar a minha! Foi o melhor produto que comprei em mts anos.. Uma satisfação imensa poder assistir em uma tv mais antiga usando os sistemas de streaming de forma tão fácil.
Eu fico feliz que a tecnologia avançou num ponto que a gente não precisa comprar coisas iguais só que novas pra podermos usar com certa qualidade KK",2021-10-12,5,Positivo
"Ganhei de presente. Estou adorando, minha TV que não era smart, agora é. Perfeito, sem contar que posso controlar a TV com o controle do FIRE TV . Tipo ( volume, mudo, liga e desliga) muito bom mesmo. Não tinha a marca da minha TV pra configurar o controle, mas fiz uma pesquisa no Google e encontrei a solução. Recomendo...",2021-12-28,5,Positivo
Excelente produto é ótimo preço. Proporciona grande facilidade e comodidade para várias funções e acesso a programas pela internet. Juntamente com a Alexa da Amazon as possibilidades são enormes controla até a luz do meu quarto,2021-05-13,5,Positivo
O Fire TV stick chegou hoje e já travou 2 vezes e só volta ao normal se desligar e ligar da tomada 😞,2021-06-03,2,Negativo
"Aparelho muito bom!
Funciona bem como controle remoto, todos os apps nativos e os instalados são ótimos e rodam bem! Ainda quero testar com controle bluetooth. Com o fone funcionou legal !
Uma pena q falta mais integração com a Alexa, como ligar ou desligar a TV!",2021-09-02,5,Positivo
"Fiquei impressionado com a qualidade do produto, rápido, fácil de instalar, acessórios e construção de qualidade, o controle é muito bom e permite controlar meus dispositivos juntos.
Para quem tem dúvidas, vale o investimento.
Obs.: Ainda não tem HBO max, mas a culpa disso não é da Amazon e sim da HBO.",2021-10-06,5,Positivo
"Muito bom esse Novo Fire TV Stick, A interface grafica e muito bem organizada e intuitiva. o controle é prático e de boa qualidade, os botõe de atalho para Netflix, Amazon Prime e outros foram muito bem pensados. A integraçao com a Alexa foi a melhor idéia que a Amazon ja teve, adorei.
Uma sugestão: poderiam ter colocado um botão para o Youtube.",2021-06-28,5,Positivo
"Na boa, pra quem tem essas smarts TVs que com o tempo para de atualizar os aplicativos, é uma boa opção adquirir a fire TV. As tvs da sony então nem se fala. Se diz smart e deixa a gente na mão só com o youtube e a netflix. A fire TV é perfeita, tem todos aplicativos, e pra quem tem duvida tem a discovery plus também na loja dos apps.",2022-01-29,5,Positivo
"Estou muito satisfeita com o produto. É fácil de instalar na TV. Os apps que é um pouquinho mais chato, tive que olhar um vídeo no YouTube para instalar o HBO Max, mas depois é só curtir. Ainda estou descobrindo algumas funcionalidades, mas a qualidade da imagem e som é maravilhosa!",2021-11-30,5,Positivo
"O firetv stick funciona muito bem com o comando do voz do controle remoto, como mudar a porta hdmi, ligar e desligar tv e pedir pra baixar volume, mas os comandos com o echo dot só podem ser ligar e desligar. no meu caso ela só desliga. O comando de ligar a alexa responde que sim e não liga e se eu pedir direto no controle remoto ele consegue ligar.",2021-06-08,4,Positivo
"Muito aparelho, funciona perfeitamente, transformou a minha tv em smart. Atende muito rápido aos comandos e a interação com a Alexa e maravilhosa. Super recomendo.",2021-12-16,5,Positivo
"O Produto é ótimo, funciona muito bem para o que se propõe
Tem alguns problemas:
- Achei o sistema um pouco lento, poderia ser mais rápido
- Alguns apps (Como HBO Max e Globoplay) não estão disponiveis para baixar pela ""App Store"" brasileira e você precisa fazer umas gambiarras pra conseguir",2022-02-24,5,Positivo
"Eu avaliei com 5 estrelas porque valeu muita a pena pra mim que ia desfazer da minha TV que não é Smart.
Ponto de melhoria, que em alguns momentos mudou sozinho a entrada HDMI, com isso saindo da conexão. E não consegui usar a função soneca pra desligar a TV, somente como lembrete pra desligar.",2021-12-08,5,Positivo
"Pra mim só pontos positivos fácil instalação rapido e super fluido, salvou minha tv Samsung que não recebe mais atualizações tipo o APP da Disney o controle por voz é ótimo e já vem com os botões prime video, Netflix, Disney+ e Amazon music realmente adorei fora o excelente custo e benefício..",2021-11-28,5,Positivo
"Tirando a caixa que chegou amassada, o resto é tudo de bom, o aparelho tem ótima qualidade não trava é rápido e fácil de instalar controle remoto confortável, pode comprar sem medo. Recomendo!!!",2021-07-01,5,Positivo
"Velocidade de acesso aos apps e integração com outros aparelhos da Amazon.
Uma coisa que não entendo, mas dá para acessar pelo navegador da internet, é porque os desenvolvedores da Globo e da HBO ainda não disponibilizaram apps para o Firestick.",2021-08-15,5,Positivo
"A última atualização de hoje dia 19/10, tornou impossível utilizar... Ficou muito pesado e antes de abrir qualquer filme já reinicia o aparelho... Arrumem isso rápido por favor, pois era perfeito antes da atualização...",2021-10-07,5,Positivo
"Instalação super fácil, muito intuitivo. Qualidade de imagem excelente! Única ressalva é a falta do HBO MAX na AppStore, sendo necessário instalar por fora, o que demanda um pouco mais de conhecimento.",2021-12-28,5,Positivo
"Amei o novo fire stick, as funções dele são excelentes e cumprem o prometido, gostei que os botões são mais suaves e fazem menos barulho quando a gente aperta tbm. Estou muito satisfeita.",2021-05-15,5,Positivo
"Funcionou perfeitamente na minha TV Sony, estou gostando muito do produto, assim que conectei fez a atualização automaticamente, agora tem até um navegador de internet da Amazon, tornar o produto mais útil. O comando de voz é muito bom, como estou automatizando minha casa esse Fire Stick vai incluir minha tv nas cenas.",2022-01-26,5,Positivo
"Muito fácil de usar e agradável ter um controle para utilizar os apps e ainda ligar/desligar a TV e também aumentar/diminuir volume, assim não depende do celular como outros equipamentos",2022-01-02,5,Positivo
"Sua TV não será mais a mesma com esse produto! Fácil instalação e configuração, rápida conexão da sua internet e o mais importante: VELOCIDADE! Os apps que você instala rodam liso. Fiz um teste com os apps que tenho instalado na TV como Netflix, e no FireStick roda mais rápido! Recomendo. Sobre a entrega: rápida, bem embalada, entregador nota 10!",2021-08-21,5,Positivo
"Adoramos. Tem todos os aplicativos que mais usamos. Foi bem fácil de instalar e usar. Ficamos muito felizes com as funcionalidades, e ótimo custo-benefício.",2021-05-06,5,Positivo
"Estava usando normalmente até que o controle parou de funcionar. Já segui todas as instruções disponíveis pela Amazon para que ele funcionasse novamente mas nada aconteceu.
Péssima experiência.",2022-01-10,1,Negativo
"O LEGAL DO MODELO INTERMEDIÁRIO É NÃO PRECISAR DE 2 CONTROLES REMOTOS, COMO NO CASO DO LITE.
COM O CONTROLE DO NOVO FIRE STICK VOCÊ LIGA E DESLIGA E MODIFICA O VOLUME DA TV COM 1 CONTROLE SÓ.",2021-07-05,4,Positivo
"Produto muito bom. Supriu as necessidades que me fez comprar o aparelho. Instalação muito simples, aparelho discreto, controle funciona bem e fácil de usar e configurar.
Senti falta apenas de alguns apps. Como o da globoplay por exemplo.",2021-05-16,4,Positivo
"No geral é perfeito, fácil de instalar, o controle é bem intuitivo. A única parte ruim é que os comentários diziam que possuia globoplay e hbo Max, quando na verdade não tem. Atrapalhou um pouco, mas ele tem várias outras opções muito boas também, sem contar que pelo menos no meu caso, foi compatível com o dex da Samsung e o espelhamento de TV.",2021-11-28,4,Positivo
"A única coisa que fiquei chateado no início, foi a parte de identificar a TV philco, mas o problema é mesmo com a TV, que não aceita a compatibilidade! Mas o pessoal na Internet ajudou! Então quem tiver o mesmo problema... basta colocar na última opção de adicionar marca e selecionar o Group 7 (Dyon) que o controle do stick funciona certinho!!!",2021-12-29,5,Positivo
"O produto é sensacional em desempenho, instalação, integração com Alexa, número de aplicativos, comando de voz... Controlar o volume da tv é ótimo. Só tem um probleminha, eu nao consigo alternar a entrada da minha tv entre hdmi e antena, desta forma ainda preciso do controle da tv (acredito que é por conta da minha tv ser antiga)",2021-05-16,5,Positivo
"Acho o mi stick tv melhor, mas o fire stick é mais rápido. Já para controlar a tv, não funcionou bem com uma philips. Outra coisa muito importante. Não dá para instalar Globoplay e hbo max pela loja de aplicativos, tem que fazer mandinga por fora.",2022-02-17,5,Positivo
"Fácil instalação física e dos aplicativos, ainda não tem disponível o HBOMax mas no youtube você acha tutoriais para instalar um mirror do app, bem tranquilo e didático de fazer. A Alexa não é tão boa quanto o echo dot, mas quebra o galho. Hoje não vejo a necessidade de ter comprado o com controle de voz, fora isso super recomendo o fire stick.",2021-09-10,5,Positivo
"Ótimo produto! Reconhece a televisão automaticamente e com isso você utiliza apenas o controle do Fire Stick para manusear tudo. É rápido, interativo e dinâmico. Recomendo!",2022-03-02,5,Positivo
"Eu gostei bastante.
Minha compra foi no intuito de assistir Dramas Asiáticos (doramas) e acessar Fansubs e outros aplicativos tipo Viki e IQIYI que para mim são importantes e uso também Telegran para assistir séries Asiáticas.
Surrei um pouco para instalar mas tudo bem. O controle remoto tem uma resposta rapida é muito bom e simples.",2022-01-07,5,Positivo
"a tv fica outra coisa, ótimo aparelho. fácil instalação, manuseio para acessar as coisas bem simples! muito fácil de usar.
super recomendo para quem está procurando um aparelho que transforme sua tv em smart. o chromecast 3 geração depende do celular e acaba perdendo o lazer, o fire tv em promoção sai mais barato que o chromecast 3.",2021-11-13,5,Positivo
"Sem palavras, o Fire TV e perfeito. Fácil de usar, com os aplicativos mais famosos de fácil acesso, além de outros que podem ser instalado também, basta pesquisarem como. A alexia e um barato, me deixou mais preguiçoso kkkkkk indico para qualquer pessoa, vocês não vão se arrepender, deixa para trás qualquer TV Box e Chrome Cast.",2021-09-23,5,Positivo
"Gostei do produto,gostaria que tivesse mais cuidado no transporte,pois a cx veio quase aberta,amassada,isso só acontece no Brasil no EUA, o tratamento da amazom é insuperável é magnífico",2021-11-24,5,Positivo
"Comprei para instalar em um monitor Dell PH2719H e estava com medo de não funcionar...mas funcionou perfeitamente!! (só precisa usar com caixa de som bluetooth conectado no firestick, pelo motivo do monitor não ter saída de som)
Em relação ao HBO Max é só colocar o seu país de origem EUA que aparece na lista de apps!",2022-02-13,5,Positivo
"Produto muito bom da pra assistir/escutar de uma maneira simples sem muitas complicações:
- Youtube
- Netflix
- Crunchyroll
- HBO Max
- Prime TV
- Spotify
recomendo fortemente, o controle remoto dele funciona super bem, o microfone é excelente, tem diversas funções e além disso chegou antes do esperado",2022-02-13,5,Positivo
"Muito bom, ele faz td que promete, uma pena que eu tenho 2 tv samsung, aí quando eu mando ele ligar ele ligar a TV pelo botao ""on"" ele liga a TV que esta conectado e a outra tb heheh.. O que senti falta tb é que não tem o app da HBO na store, espero que logo fechem com eles :D",2022-02-23,5,Positivo
"Ótimo aparelho, fácil de instalar, fácil de usar, facilita muito a vida, e consigo usar ele e a TV no mesmo controle. Indico muito.",2021-07-17,5,Positivo
